id,user_id,role,created_at
6b5c9d87-c06e-46bc-bdf1-d5199fd08957,00000000-0000-0000-0000-000000000000,admin,Thu Oct 16 2025 02:10:07 GMT+0200 (hora de verano de Europa central)
